gene_symbol	gene_entrez_id	reference_name	cds_start_min	cds_end_max
CD207	50489	2	70831049	70835775
CD209	30835	19	7743038	7747510
CD22	933	19	35332040	35346696
CD226	10666	18	69864313	69947405
CD24	100133941	6	106971660	106974645
CD244	51744	1	160831346	160862676
CD247	919	1	167431680	167518464
CD248	57124	11	66314753	66317026
CD27	939	12	6445095	6451391
CD274	29126	9	5456113	5467861
CD276	80381	15	73699639	73712955
CD28	940	2	203706696	203734911
CD2AP	23607	6	47478244	47624226
CD2BP2	10421	16	30352984	30354680
CD300A	11314	17	74466703	74484125
CD300C	10871	17	74541588	74545781
CD300E	342510	17	74612652	74623620
CD300H	100130520	17	74560700	74567342
CD300LB	124599	17	74522737	74531349
CD300LD	100131439	17	74580001	74592201
CD300LF	146722	17	74695095	74712865
CD300LG	146894	17	43847216	43861910
CD302	9936	2	159771850	159798197
CD320	51293	19	8302462	8308289
CD33	945	19	51225118	51239687
CD34	947	1	207887737	207911079
CD36	948	7	80646740	80674146
CD37	951	19	49335540	49340327
CD38	952	4	15778414	15848601
CD3D	915	11	118339161	118342606
CD3E	916	11	118304952	118315541
CD3EAP	10849	19	45406696	45409500
CD3G	917	11	118344423	118352468
CD4	920	12	6800138	6819328
CD40	958	20	46118343	46129039
CD40LG	959	X	136648248	136659414
CD44	960	11	35139303	35229332
CD46	4179	1	207752212	207793594
CD47	961	3	108047283	108090907
CD48	962	1	160679051	160711762
CD5	921	11	61102560	61125838
CD52	1043	1	26318017	26320301
CD53	963	1	110891408	110899194
CD55	1604	1	207321765	207359668
CD58	965	1	116514812	116570971
CD59	966	11	33710125	33722444
CD5L	922	1	157831963	157841700
CD6	923	11	60971865	61019317
CD63	967	12	55725560	55728340
CD68	968	17	7579677	7581510
CD69	969	12	9753480	9760819
CD7	924	17	82315320	82317494
CD70	970	19	6583299	6591001
CD72	971	9	35610623	35618302
CD74	972	5	150402239	150412748
CD79A	973	19	41877304	41880979
CD79B	974	17	63929225	63932260
CD80	941	3	119527770	119557727
CD81	975	11	2377549	2396865
CD82	3732	11	44594662	44619125
CD83	9308	6	14117811	14135235
CD84	8832	1	160548255	160579436
CD86	942	3	122055489	122119533
CD8A	925	2	86785919	86790824
CD8B	926	2	86815606	86861864
CD8B2	927	2	106487426	106506939
CD9	928	12	6200499	6237827
CD93	22918	20	23083949	23086191
CD96	10225	3	111542248	111649805
CD99	4267	X	2691360	2740803
CD99L2	83692	X	150769033	150898587
CDA	978	1	20589129	20618567
CDADC1	81602	13	49248037	49291756
CDAN1	146059	15	42724490	42737101
CDC123	8872	10	12196245	12250336
CDC14A	8556	1	100352954	100518279
CDC14B	8555	9	96503752	96619377
CDC16	8881	13	114235084	114272442
CDC20	991	1	43359215	43363128
CDC20B	166979	5	55114217	55172999
CDC23	8697	5	138188977	138213311
CDC25A	993	3	48158944	48187946
CDC25B	994	20	3787131	3804960
CDC25C	995	5	138285691	138331179
CDC26	246184	9	113267262	113272506
CDC27	996	17	47120934	47189171
CDC34	997	19	531931	541551
CDC37	11140	19	10391550	10403478
CDC37L1	55664	9	4679767	4706111
CDC40	51362	6	110180444	110230130
CDC42	998	1	22078478	22091516
CDC42BPA	8476	1	226994267	227317181
CDC42BPB	9578	14	102933711	103057172
CDC42BPG	55561	11	64824472	64844568
CDC42EP1	11135	22	37566349	37568819
CDC42EP2	10435	11	65320898	65321530
CDC42EP3	10602	2	37645822	37646586
CDC42EP4	23580	17	73285429	73286499
CDC42EP5	148170	19	54465100	54465546
CDC42SE1	56882	1	151054246	151055729
CDC42SE2	56990	5	131359493	131391090
CDC45	8318	22	19479968	19518907
CDC5L	988	6	44387823	44446710
CDC6	990	17	40289420	40302000
CDC7	8317	1	91501716	91524434
CDC73	79577	1	193122200	193250711
CDCA2	157313	8	25460239	25507737
CDCA3	83461	12	6846787	6850951
CDCA4	55038	14	105011203	105011928
CDCA5	113130	11	65079106	65083977
CDCA7	83879	2	173354963	173367663
CDCA7L	55536	7	21902321	21945803
CDCA8	55143	1	37692690	37708365
CDCP1	64866	3	45085637	45146286
CDCP2	200008	1	54132967	54152921
CDH1	999	16	68737415	68833498
CDH10	1008	5	24487662	24593489
CDH11	1009	16	64947602	65004868
CDH12	1010	5	21751736	22078675
CDH13	1012	16	82627057	83795029
CDH15	1013	16	89171831	89195154
CDH16	1014	16	66908391	66918064
CDH17	1015	8	94128239	94194684
CDH18	1016	5	19473225	19838985
CDH19	28513	18	66504811	66572203
CDH2	1000	18	27952152	28177021
CDH20	28316	18	61490553	61554694
CDH22	64405	20	46174505	46251293
CDH23	64072	10	71439831	71815277
CDH24	64403	14	23047979	23055732
CDH26	60437	20	59958726	60012729
CDH3	1001	16	68645379	68698399
CDH4	1002	20	61252513	61936942
CDH5	1003	16	66379337	66403168
CDH6	1004	5	31267473	31323307
CDH7	1005	18	65762842	65880893
CDH8	1006	16	61653607	62021402
CDH9	1007	5	26881135	26988332
CDHR1	92211	10	84194760	84219275
CDHR2	54825	5	176565352	176595671
CDHR3	222256	7	105963318	106032696
CDHR4	389118	3	49790831	49799811
CDHR5	53841	11	617350	624901
CDIP1	29965	16	4512571	4514129
CDIPT	10423	16	29859188	29862856
CDK1	983	10	60780165	60793974
CDK10	8558	16	89686710	89695774
CDK11A	728642	1	1702906	1722817
CDK11B	984	1	1635763	1657484
CDK12	51755	17	39462071	39531315
CDK13	8621	7	39950641	40094979
CDK14	5218	7	90596627	91118179
CDK15	65061	2	201806664	201890893
CDK16	5127	X	47218652	47228767
CDK17	5128	12	96280241	96334835
CDK18	5129	1	205523167	205531377
CDK19	23097	6	110614534	110815135
CDK2	1017	12	55967008	55971624
CDK20	23552	9	87967461	87974445
CDK2AP1	8099	12	123261735	123271617
CDK2AP2	10263	11	67506944	67508081
CDK3	1018	17	76001425	76005422
CDK4	1019	12	57748524	57751716
CDK5	1020	7	151054008	151057847
CDK5R1	8851	17	32487620	32488543
CDK5R2	8941	2	218959820	218960923
CDK5RAP1	51654	20	33359042	33397063
CDK5RAP2	55755	9	120389235	120579977
CDK5RAP3	80279	17	47970642	47981501
CDK6	1021	7	92615139	92833322
CDK7	1022	5	69234975	69277134
CDK8	1024	13	26254641	26404080
CDK9	1025	9	127786148	127789542
CDKAL1	54901	6	20546350	21231038
CDKL1	8814	14	50330073	50395870
CDKL2	8999	4	75581832	75625987
CDKL3	51265	5	134298650	134366522
CDKL4	344387	2	39178546	39229531
CDKL5	6792	X	18507096	18653543
CDKN1A	1026	6	36684101	36685799
CDKN1B	1027	12	12717839	12718945
CDKN1C	1028	11	2883773	2885488
CDKN2A	1029	9	21968228	21994330
CDKN2AIP	55602	4	183444797	183447426
CDKN2AIPNL	91368	5	134402914	134411853
CDKN2B	1030	9	22005986	22008952
CDKN2C	1031	1	50970368	50974269
CDKN2D	1032	19	10567057	10568652
CDKN3	1033	14	54397068	54420077
CDNF	441549	10	14819979	14837945
CDO1	1036	5	115805432	115816396
CDON	50937	11	125960941	126023475
CDPF1	150383	22	46245091	46248283
CDR1	1038	X	140783577	140784365
CDR2	1039	16	22346964	22374308
CDR2L	30850	17	74988043	75004073
CDRT1	374286	17	15568891	15619511
CDRT15	146822	17	14235855	14236832
CDRT15L2	256223	17	20579743	20580728
CDRT4	284040	17	15437772	15440237
CDS1	1040	4	84583401	84648685
CDS2	8760	20	5127092	5190233
CDSN	1041	6	31116024	31120418
CDT1	81620	16	88803831	88808277
CDV3	55573	3	133574044	133588358
CDX1	1044	5	150166876	150183679
CDX2	1045	13	27963114	27969005
CDX4	1046	X	73447253	73454584
CDY1	9085	Y	25622442	25624526
CDY1B	253175	Y	24045603	24047687
CDY2A	9426	Y	18026114	18027739
CDY2B	203611	Y	17878266	17879891
CDYL	9425	6	4776783	4954055
CDYL2	124359	16	80604387	80804172
CEACAM1	634	19	42509108	42528373
CEACAM16	388551	19	44701456	44710505
CEACAM19	56971	19	44671931	44683489
CEACAM20	125931	19	44506160	44529508
CEACAM21	90273	19	41576274	41585870
CEACAM3	1084	19	41796677	41811236
CEACAM4	1089	19	41619329	41626962
CEACAM5	1048	19	41708731	41727315
CEACAM6	4680	19	41755638	41766258
CEACAM7	1087	19	41677411	41688164
CEACAM8	1088	19	42583245	42594827
CEBPA	1050	19	33301337	33302413
CEBPB	1051	20	50191033	50192070
CEBPD	1052	8	47737310	47738119
CEBPE	1053	14	23117486	23119090
CEBPG	1054	19	33379239	33379691
CEBPZ	10153	2	37201763	37231566
CEBPZOS	100505876	2	37199704	37201723
CECR2	27443	22	17499493	17552839
CEL	1056	9	133061993	133071763
CELA1	1990	12	51328576	51346637
CELA2A	63036	1	15456753	15472006
CELA2B	51032	1	15476125	15491311
CELA3A	10136	1	22001674	22012466
CELA3B	23436	1	21977039	21989278
CELF1	10658	11	47472229	47499522
CELF2	10659	10	10798764	11329052
CELF3	11189	1	151705040	151716019
CELF4	56853	18	37253810	37565640
CELF5	60680	19	3224739	3293445
CELF6	60677	15	72287264	72319873
CELSR1	9620	22	46363177	46537169
CELSR2	1952	1	109250079	109274048
CELSR3	1951	3	48638204	48662633
CEMIP	57214	15	80873879	80948923
CEMIP2	23670	9	71685196	71750372
CEMP1	752014	16	2530329	2531072
CEND1	51286	11	788126	788575
CENPA	1058	2	26786196	26793278
CENPB	1059	20	3784683	3786482
CENPC	1060	4	67472604	67545354
CENPE	1062	4	103106221	103198318
CENPF	1063	1	214613754	214663793
CENPH	64946	5	69189634	69209798
CENPI	2491	X	101101070	101162966
CENPJ	55835	13	24883176	24913024
CENPK	64105	5	65518474	65554906
CENPL	91687	1	173800447	173811298
CENPM	79019	22	41939055	41947075
CENPN	55839	16	81011939	81032693
CENPO	79172	2	24793473	24817805
CENPP	401541	9	92325998	92613148
CENPQ	55166	6	49470176	49492274
CENPS	378708	1	10430517	10442404
CENPS-CORT	100526739	1	10430517	10451594
CENPT	80152	16	67828266	67833858
CENPU	79682	4	184695287	184734061
CENPV	201161	17	16342816	16353435
CENPVL1	389857	X	51710511	51711329
CENPVL2	441495	X	51682012	51682830
CENPVL3	347549	X	51618054	51618917
CENPW	387103	6	126340273	126348491
CENPX	201254	17	82019185	82022860
CEP104	9731	1	3815401	3852406
CEP112	201134	17	65635970	66183298
CEP120	153241	5	123346518	123422997
CEP126	57562	11	101915284	101997642
CEP128	145508	14	80497478	80916546
CEP131	22994	17	81189768	81220055
CEP135	9662	4	55952130	56024602
CEP152	22995	15	48738248	48805648
CEP162	22832	6	84125069	84226392
CEP164	22897	11	117338586	117412167
CEP170	9859	1	243126448	243225279
CEP170B	283638	14	104868450	104894957
CEP19	84984	3	196707550	196708668
CEP192	55125	18	12999424	13124769
CEP250	11190	20	35462367	35511625
CEP290	80184	12	88049183	88141306
CEP295	85459	11	93666707	93730268
CEP295NL	100653515	17	78890637	78901827
CEP350	9857	1	179986181	180111160
CEP41	95681	7	130398890	130440965
CEP44	80817	4	174299121	174331594
CEP55	55165	10	93500051	93528152
CEP57	9702	11	95790698	95831255
CEP57L1	285753	6	109145221	109162969
CEP63	80254	3	134495320	134574890
CEP68	23177	2	65069444	65082704
CEP70	80321	3	138495014	138591861
CEP72	55722	5	612361	653152
CEP76	79959	18	12673364	12702547
CEP78	84131	9	78236350	78270850
CEP83	51134	12	94308812	94412489
CEP85	64793	1	26239783	26277292
CEP85L	387119	6	118465404	118652780
CEP89	84902	19	32879161	32971873
CEP95	90799	17	64507097	64537778
CEP97	79598	3	101724676	101765550
CEPT1	10390	1	111147714	111184309
CER1	9350	9	14720089	14722671
CERCAM	51148	9	128420877	128435904
CERK	64781	22	46687133	46738147
CERKL	375298	2	181538183	181657005
CERS1	10715	19	18870576	18896071
CERS2	29956	1	150966147	150969089
CERS3	204219	15	100402712	100501848
CERS4	79603	19	8251076	8262108
CERS5	91012	12	50130544	50167296
CERS6	253782	2	168456448	168769661
CES1	1066	16	55803048	55833054
CES2	8824	16	66935443	66944024
CES3	23491	16	66961307	66973048
CES4A	283848	16	66988772	67009141
CES5A	221223	16	55846450	55955884
CETN1	1068	18	580408	580926
CETN2	1069	X	152827840	152830709
CETN3	1070	5	90394063	90409660
CETP	1071	16	56961979	56983665
CFAP100	348807	3	126396000	126436403
CFAP126	257177	1	161364964	161367867
CFAP157	286207	9	127707031	127713904
CFAP161	161502	15	81134329	81148532
CFAP20	29105	16	58114024	58129114
CFAP206	154313	6	87409839	87464249
CFAP221	200373	2	119546131	119656469
CFAP298	56683	21	32601862	32612242
CFAP299	255119	4	80335768	80963611
CFAP300	85016	11	102047470	102083198
CFAP36	112942	2	55519801	55545007
CFAP43	80217	10	104130138	104232245
CFAP44	55779	3	113291556	113433663
CFAP45	25790	1	159872484	159900097
CFAP46	54777	10	132808420	132942483
CFAP47	286464	X	35919799	36385005
CFAP52	146845	17	9576695	9643197
CFAP53	220136	18	50227380	50266403
CFAP54	144535	12	96489609	96860937
CFAP57	149465	1	43172753	43254190
CFAP58	159686	10	104353897	104454529
CFAP61	26074	20	20056653	20360409
CFAP65	255101	2	219002936	219041511
CFAP69	79846	7	90245424	90310237
CFAP70	118491	10	73253974	73354795
CFAP73	387885	12	113149857	113157678
CFAP77	389799	9	132410271	132572509
CFAP97	57587	4	185162797	185191195
CFAP97D1	284067	17	43780462	43783892
CFAP99	402160	4	2426475	2462925
CFB	629	6	31946221	31952029
CFC1	55997	2	130592857	130599286
CFC1B	653275	2	130521484	130527894
CFD	1675	19	859689	863237
CFDP1	10428	16	75293951	75433351
CFH	3075	1	196652117	196747312
CFHR1	3078	1	196819844	196831998
CFHR2	3080	1	196943880	196959079
CFHR3	10878	1	196774886	196793512
CFHR4	10877	1	196888150	196918405
CFHR5	81494	1	196977664	197008682
CFI	3426	4	109740892	109801970
CFL1	1072	11	65855335	65858098
CFL2	1073	14	34712864	34714539
CFLAR	8837	2	201129865	201163972
CFP	5199	X	47624274	47629843
CFTR	1080	7	117480094	117667107
CGA	1081	6	87085755	87088199
CGAS	115004	6	73425226	73452180
CGB1	114335	19	49035609	49036710
CGB2	114336	19	49032095	49033220
CGB3	1082	19	49022885	49023970
CGB5	93659	19	49044209	49045293
CGB7	94027	19	49054290	49055374
CGB8	94115	19	49047654	49048738
CGGBP1	8545	3	88055472	88055975
CGN	57530	1	151518519	151537345
CGNL1	84952	15	57437999	57547489
CGREF1	10669	2	27099783	27104365
CGRRF1	10668	14	54509959	54538382
CH25H	9023	10	89206473	89207291
CHAC1	79094	15	40953583	40955773
CHAC2	494143	2	53767886	53774524
CHAD	1101	17	50465297	50468812
CHADL	150356	22	41229703	41240880
CHAF1A	10036	19	4402762	4443024
CHAF1B	8208	21	36386136	36416365
CHAMP1	283489	13	114323842	114326280
CHAT	1103	10	49614189	49665045
CHCHD1	118487	10	73782075	73783186
CHCHD10	400916	22	23766006	23767873
CHCHD2	51142	7	56101850	56106412
CHCHD3	54927	7	132785636	133081936
CHCHD4	131474	3	14112886	14124675
CHCHD5	84269	2	112584647	112588888
CHCHD6	84303	3	126704312	126960200
CHCHD7	79145	8	56212850	56217434
CHD1	1105	5	98856379	98926385
CHD1L	9557	1	147242703	147295508
CHD2	1106	15	92901237	93024704
CHD3	1107	17	7884806	7911584
CHD4	1108	12	6570675	6606372
CHD5	26038	1	6106279	6180022
CHD6	84181	20	41404592	41551336
CHD7	55636	8	60741432	60865932
CHD8	57680	14	21385612	21431815
CHD9	80205	16	53156089	53324894
CHDH	55349	3	53817776	53824007
CHEK1	1111	11	125625760	125655319
CHEK2	11200	22	28687896	28734720
CHERP	10523	19	16519158	16542377
CHFR	55743	12	132841553	132887327
CHGA	1113	14	92923359	92934883
CHGB	1114	20	5911633	5925048
CHI3L1	1116	1	203179444	203186622
CHI3L2	1117	1	111227729	111242363
CHIA	27159	1	111310467	111320465
CHIC1	53344	X	73563284	73681004
CHIC2	26511	4	54010094	54064299
CHID1	66005	11	869857	904815
CHIT1	1118	1	203216888	203229635
CHKA	1119	11	68053987	68121176
CHKB	1120	22	50579180	50582780
CHL1	10752	3	319776	405710
CHM	1121	X	85864629	86047531
CHML	1122	1	241633795	241635765
CHMP1A	5119	16	89646065	89657587
CHMP1B	57132	18	11851511	11852110
CHMP2A	27243	19	58551648	58554211
CHMP2B	25978	3	87227522	87253821
CHMP3	51652	2	86505803	86563347
CHMP4A	29082	14	24209876	24213567
CHMP4B	128866	20	33811468	33853559
CHMP4C	92421	8	81732626	81758543
CHMP5	51510	9	33265078	33280858
CHMP6	79643	17	80991918	80999152
CHMP7	91782	8	23246695	23260598
CHN1	1123	2	174800115	175004911
CHN2	1124	7	29146583	29512734
CHODL	140578	21	18245223	18266152
CHORDC1	26973	11	90202404	90222953
CHP1	11261	15	41231382	41279388
CHP2	63928	16	23755049	23757582
CHPF	79586	2	219539382	219543537
CHPF2	54480	7	151232764	151238680
CHPT1	56994	12	101697861	101728944
CHRAC1	54108	8	140511499	140515246
CHRD	8646	3	184380318	184389421
CHRDL1	91851	X	110676230	110792180
CHRDL2	25884	11	74696497	74730887
CHRFAM7A	89832	15	30362292	30383350
CHRM1	1128	11	62909717	62911099
CHRM2	1129	7	137014865	137016265
CHRM3	1131	1	239907451	239909223
CHRM4	1132	11	46385117	46386556
CHRM5	1133	15	34062717	34064315
CHRNA1	1134	2	174748123	174764393
CHRNA10	57053	11	3666106	3671311
CHRNA2	1135	8	27461628	27471057
CHRNA3	1136	15	78593110	78620793
CHRNA4	1137	20	63346737	63361164
CHRNA5	1138	15	78565719	78593252
CHRNA6	8973	8	42753178	42768429
CHRNA7	1139	15	32030594	32168457
CHRNA9	55584	4	40335467	40354519
CHRNB1	1140	17	7445127	7456722
CHRNB2	1141	1	154568044	154575931
CHRNB3	1142	8	42697546	42736617
CHRNB4	1143	15	78624954	78641132
CHRND	1144	2	232526215	232535311
CHRNE	1145	17	4898735	4903062
CHRNG	1146	2	232539747	232545715
CHST1	8534	11	45649687	45650922
CHST10	9486	2	100393244	100406674
CHST11	50515	12	104457411	104757802
CHST12	55501	7	2432639	2433883
CHST13	166012	3	126524332	126542577
CHST14	113189	15	40471213	40472343
CHST15	51363	10	124010148	124046211
CHST2	9435	3	143120816	143122408
CHST3	9469	10	72005842	72008470
CHST4	10164	16	71536677	71537837
CHST5	23563	16	75529148	75530383
CHST6	4166	16	75478640	75479827
CHST7	56548	X	46573931	46575391
CHST8	64377	19	33689261	33773062
CHST9	83539	18	26916258	27142808
CHSY1	22856	15	101177387	101251455
CHSY3	337876	5	129904829	130185790
CHTF18	63922	16	788684	797974
CHTF8	54921	16	69120424	69121457
CHTOP	26097	1	153636588	153645268
CHUK	1147	10	100189597	100229531
CHURC1	91612	14	64914414	64932229
CIAO1	9391	2	96266350	96271350
CIAO2A	84191	15	64072930	64093767
CIAO2B	51647	16	66932202	66934363
CIAO3	64428	16	730416	740984
CIAPIN1	57019	16	57429169	57440927
CIART	148523	1	150283267	150286953
CIB1	10519	15	90230483	90233884
CIB2	10518	15	78105310	78131214
CIB3	117286	19	16161464	16173474
CIB4	130106	2	26581362	26641313
CIC	23152	19	42284704	42295190
CIDEA	1149	18	12254383	12277269
CIDEB	27141	14	24305632	24307857
CIDEC	63924	3	9867133	9878791
CIITA	4261	16	10877330	10923302
CILP	8483	15	65196730	65209754
CILP2	148113	19	19538349	19546015
CINP	51550	14	102348556	102362850
CIP2A	57650	3	108551148	108589374
CIPC	85457	14	77105708	77114317
CIR1	9541	2	174348496	174395621
CIRBP	1153	19	1270933	1274310
CISD1	55847	10	58269273	58287649
CISD2	493856	4	102869084	102887429
CISD3	284106	17	38730358	38733454
CISH	1154	3	50607606	50611649
CIT	11113	12	119688231	119876167
CITED1	4435	X	72301722	72305313
CITED2	10370	6	139373131	139374137
CITED4	163732	1	40861572	40862126
CIZ1	25792	9	128166196	128191938
CKAP2	26586	13	52455556	52475140
CKAP2L	150468	2	112738822	112764597
CKAP4	10970	12	106239023	106247850
CKAP5	9793	11	46744022	46821230
CKB	1152	14	103519863	103522492
CKLF	51192	16	66552715	66566090
CKLF-CMTM1	100529251	16	66552715	66579000
CKM	1158	19	45306749	45319712
CKMT1A	548596	15	43694050	43699088
CKMT1B	1159	15	43594218	43599272
CKMT2	1160	5	81251132	81266257
CKS1B	1163	1	154974745	154978776
CKS2	1164	9	89311292	89316424
CLASRP	11129	19	45040212	45070844
CLBA1	122616	14	104986431	104994758
CLC	1178	19	39731379	39737951
CLCA1	1179	1	86468971	86500044
CLCA2	9635	1	86424247	86455526
CLCA4	22802	1	86547119	86580344
CLCC1	23155	1	108934669	108950436
CLCF1	23529	11	67365135	67373538
CLCN1	1180	7	143316212	143351964
CLCN2	1181	3	184346605	184361478
CLCN3	1182	4	169635928	169720064
CLCN4	1183	X	10185032	10233583
CLCN5	1184	X	49925298	50092218
CLCN6	1185	1	11806262	11840222
CLCN7	1186	16	1446630	1474973
CLCNKA	1187	1	16022619	16033657
CLCNKB	1188	1	16044492	16056915
CLDN1	9076	3	190308276	190322205
CLDN10	9071	13	95433833	95578013
CLDN11	5010	3	170419066	170432755
CLDN12	9069	7	90412676	90413410
CLDN14	23562	21	36460975	36461694
CLDN15	24146	7	101232409	101237580
CLDN16	10686	3	190388119	190410035
CLDN17	26285	21	30165942	30166616
CLDN18	51208	3	137998868	138031140
CLDN19	149461	1	42735085	42740062
CLDN2	9075	X	106928228	106928920
CLDN20	49861	6	155275719	155276378
CLDN22	53842	4	183319555	183320217
CLDN23	137075	8	8702398	8703276
CLDN24	100132463	4	183321763	183322425
CLDN25	644672	11	113779795	113780484
CLDN3	1365	7	73769386	73770048
CLDN34	100288814	X	9967357	9968001
CLDN4	1364	7	73831201	73831830
CLDN5	7122	22	19523598	19524509
CLDN6	9074	16	3015358	3016020
CLDN7	1366	17	7260373	7262042
CLDN8	9073	21	30215247	30215924
CLDN9	9080	16	3013362	3014015
CLDND1	56650	3	98516658	98522854
CLDND2	125875	19	51367141	51368576
CLEC10A	10462	17	7075053	7078811
CLEC11A	6320	19	50723525	50725466
CLEC12A	160364	12	9951346	9985025
CLEC12B	387837	12	10010759	10018480
CLEC14A	161198	14	38254549	38256021
CLEC16A	23274	16	10944717	11178689
CLEC17A	388512	19	14583160	14610195
CLEC18A	348174	16	69951366	69963610
